document,title,body,jurisdiction,region,type,version,date,current,changes,sourceUrl,archiveUrl,url
de-brak-ki-leitfaden,Hinweise zum Einsatz von künstlicher Intelligenz (KI),BRAK,other,,guidance,Stand Dezember 2024,2024-12-01,true,"First edition, announced by BRAK on 9 January 2025. Authored by Dr Frank Remmertz, chair of the BRAK's RDG committee. Month-only date: the source gives the month, so the 1st is recorded as the date.",https://www.brak.de/fileadmin/service/publikationen/Handlungshinweise/BRAK_Leitfaden_mit_Hinweisen_zum_KI-Einsatz_Stand_12_2024.pdf,,https://safelegalai.com/regulation/other/de-brak-ki-leitfaden
ontario-rules-civil-procedure-factum-authenticity-certification,Ontario Rules of Civil Procedure Rule 4.06.1(2.1) and (2.2): Certification of authenticity of authorities (O. Reg. 384/24),Ontario Rules of Civil Procedure,canada,Ontario,court-rule,O. Reg. 384/24,2024-12-01,true,,https://www.ontario.ca/laws/regulation/r24384,,https://safelegalai.com/regulation/canada/ontario-rules-civil-procedure-factum-authenticity-certification
au-nsw-judges-generative-ai-guidelines,Guidelines for New South Wales Judges in respect of use of Generative AI,NSW Chief Justice,australia,New South Wales,guidance,Original,2024-11-21,true,,https://supremecourt.nsw.gov.au/documents/Practice-and-Procedure/Practice-Notes/general/current/PN_Generative_AI_21112024.pdf,,https://safelegalai.com/regulation/australia/au-nsw-judges-generative-ai-guidelines
us-az-aisc-generative-ai-best-practices,Arizona Steering Committee on AI and the Courts: Generative AI — Ethical Best Practices for Lawyers and Judges,Arizona AI Steering Committee,us-state,Arizona,guidance,Original,2024-11-14,true,Issued pursuant to Administrative Order 2024-33,https://www.azcourts.gov/Portals/0/74/AISC%20Ethical%20Best%20Practices%20Guidance_For%20Publication.pdf,,https://safelegalai.com/regulation/us-state/us-az-aisc-generative-ai-best-practices
us-ms-bar-ethics-opinion-267,Mississippi Bar Ethics Opinion No. 267: lawyers' use of generative artificial intelligence,Mississippi Bar,us-state,Mississippi,ethics-opinion,Opinion No. 267,2024-11-14,true,Issued by the Committee on Ethics and Professional Responsibility,https://www.msbar.org/ethics-discipline/ethics-opinions/formal-opinions/267/,,https://safelegalai.com/regulation/us-state/us-ms-bar-ethics-opinion-267
br-oab-recomendacao-001-2024,Recomendacao no 001/2024: Responsible Use of Generative AI in Legal Practice,OAB,brazil,,guidance,Approved by the Conselho Pleno (Proposicao 49.0000.2024.007325-9/COP),2024-11-11,true,,https://s.oab.org.br/arquivos/2024/11/7160d4fe-9449-4aed-80bc-a2d7ac1f5d2f.pdf,,https://safelegalai.com/regulation/brazil/br-oab-recomendacao-001-2024
br-anpd-tomada-subsidios-ia-decisoes-automatizadas,ANPD call for input on Artificial Intelligence and Review of Automated Decisions (LGPD art. 20),ANPD,brazil,,consultation,Tomada de subsidios opened,2024-11-06,true,Opened 6 November 2024; closed 24 January 2025 with 99 contributions (Nota Tecnica 230/2024/CON1/CGN/ANPD).,https://www.gov.br/participamaisbrasil/tomada-de-subsidios-inteligencia-artificial-e-revisao-de-decisoes-automatizadas,,https://safelegalai.com/regulation/brazil/br-anpd-tomada-subsidios-ia-decisoes-automatizadas
nc-state-bar-2024-formal-ethics-opinion-1,2024 Formal Ethics Opinion 1: Use of Artificial Intelligence in a Law Practice,North Carolina State Bar,us-state,North Carolina,ethics-opinion,Adopted,2024-11-01,true,,https://www.ncbar.gov/for-lawyers/ethics/adopted-opinions/2024-formal-ethics-opinion-1/,,https://safelegalai.com/regulation/us-state/nc-state-bar-2024-formal-ethics-opinion-1
ca-qc-barreau-generative-ai-practical-guide,L'intelligence artificielle générative: Guide pratique pour une utilisation responsable,Barreau du Québec,canada,Quebec,guidance,Original,2024-10-25,true,,https://www.barreau.qc.ca/media/bnddaqfd/guide-intelligence-artificielle-generative.pdf,,https://safelegalai.com/regulation/canada/ca-qc-barreau-generative-ai-practical-guide
us-ga-judicial-council-2024-ai-committee,Judicial Council Ad Hoc Committee on Artificial Intelligence and the Courts,Judicial Council of Georgia (Judge Boggs),us-state,Georgia,standing-order,Amended,2024-10-22,true,,https://jcaoc.georgiacourts.gov/wp-content/uploads/2024/10/AI_Committee_Orders.pdf,https://web.archive.org/web/20241113120309/https://jcaoc.georgiacourts.gov/wp-content/uploads/2024/10/AI_Committee_Orders.pdf,https://safelegalai.com/regulation/us-state/us-ga-judicial-council-2024-ai-committee
de-supreme-court-genai-interim-policy,Interim Policy on the Use of Generative AI by Judicial Officers and Court Personnel,Delaware Supreme Court,us-state,Delaware,policy,Original,2024-10-21,true,,https://courts.delaware.gov/forms/download.aspx?id=266868,,https://safelegalai.com/regulation/us-state/de-supreme-court-genai-interim-policy
us-cod-prose-2024-ai-certification,Standing Order Requiring Certification Re: Use of Artificial Intelligence in Filings,District of Colorado (Judge Prose),us-federal,Colorado,standing-order,Original,2024-10-21,true,,https://www.cod.uscourts.gov/Portals/0/Documents/Judges/SP/SP_Standing_Order_AI_Filings.pdf,,https://safelegalai.com/regulation/us-federal/us-cod-prose-2024-ai-certification
us-de-supreme-court-2024-genai-policy,Order Adopting Interim Policy on the Use of GenAI by Judicial Officers and Court Personnel,Delaware Judiciary,us-state,Delaware,standing-order,Original,2024-10-21,true,,https://courts.delaware.gov/forms/download.aspx?id=266848,,https://safelegalai.com/regulation/us-state/us-de-supreme-court-2024-genai-policy
int-scc-guide-ai-arbitration,SCC Guide to the use of artificial intelligence in cases administered under the SCC Rules,SCC,international,,guidance,Adopted by the SCC Board,2024-10-16,true,Announced 17 October 2024.,https://sccarbitrationinstitute.se/wp-content/uploads/2024/12/scc_guide_to_the_use_of_artificial_intelligence_in_cases_administered_under_the_scc_rules-1.pdf,,https://safelegalai.com/regulation/international/int-scc-guide-ai-arbitration
ca-ns-registrar-bankruptcy-ai-directive,"Artificial Intelligence Directive, Registrar in Bankruptcy",NS Registrar in Bankruptcy,canada,Nova Scotia,practice-direction,Original,2024-10-04,true,"Recorded from the court's notice listing; the PDF was not read in full, so this record is unverified.",https://courts.ns.ca/sites/default/files/notices/2024-10/AI_Directive_Registrar_in_Bankruptcy_Oct_4_2024.pdf,,https://safelegalai.com/regulation/canada/ca-ns-registrar-bankruptcy-ai-directive
us-il-22nd-circuit-ao-2024-23,Illinois 22nd Judicial Circuit (McHenry County) Administrative Order 2024-23: Artificial Intelligence Policy and Plan,IL 22nd Judicial Circuit,us-state,Illinois,standing-order,AO 2024-23,2024-10-01,true,"Initial administrative order; the source gives a month only (issued October 2024), so the day is recorded as the 1st",https://www.22ndcircuitil.gov/wp-content/uploads/sites/3/2024/10/Administrative-Order-2024-23-Artificial-Intelligence-Policy-and-Plan.pdf,,https://safelegalai.com/regulation/us-state/us-il-22nd-circuit-ao-2024-23
us-nysb-court-2024-local-rule-9011-ai,Local Bankruptcy Rule 9011-1: Signing of Papers,Southern District of New York,us-federal,New York,court-rule,Original,2024-09-30,true,,https://www.nysb.uscourts.gov/sites/default/files/2024-09-30_Amended_LBRs_Final.pdf,,https://safelegalai.com/regulation/us-federal/us-nysb-court-2024-local-rule-9011-ai
us-nm-ethics-advisory-opinion-2024-004,Formal Ethics Advisory Opinion 2024-004: Using Generative Artificial Intelligence in the Practice of Law,State Bar of New Mexico,us-state,New Mexico,ethics-opinion,Original,2024-09-24,true,Initial publication,https://www.sbnm.org/Portals/NMBAR/GenAI%20Formal%20Opinion%20-%20Sept_2024_FINAL.pdf,,https://safelegalai.com/regulation/us-state/us-nm-ethics-advisory-opinion-2024-004
sg-registrar-circular-1-2024-generative-ai,Registrar's Circular No. 1 of 2024: Guide on the Use of Generative AI Tools by Court Users,Singapore Courts,singapore,,practice-direction,Original (issued 23 September 2024),2024-09-23,true,,https://www.judiciary.gov.sg/docs/default-source/news-and-resources-docs/guide-on-the-use-of-generative-ai-tools-by-court-users.pdf,,https://safelegalai.com/regulation/singapore/sg-registrar-circular-1-2024-generative-ai
int-iba-caidp-future-is-now-report,The Future is Now: Artificial Intelligence and the Legal Profession,IBA/CAIDP,international,,report,September 2024,2024-09-19,true,"Launched at the IBA Annual Conference, Mexico City, 19 September 2024; released 30 September 2024.",https://www.ibanet.org/document?id=The-future-is%20now-AI-and-the-legal-profession-report,,https://safelegalai.com/regulation/international/int-iba-caidp-future-is-now-report
ar-aaip-guia-ia-responsable-2024,Guide for public and private entities on transparency and personal-data protection for responsible AI,AAIP,other,,guidance,Published under the programme created by Resolucion 161/2023,2024-09-01,true,Initial guide; a preliminary version circulated earlier in 2024.,https://www.argentina.gob.ar/noticias/guia-de-la-aaip-para-usar-la-inteligencia-artificial-de-manera-responsable,,https://safelegalai.com/regulation/other/ar-aaip-guia-ia-responsable-2024
ca-cjc-ai-guidelines-canadian-courts,Guidelines for the Use of Artificial Intelligence in Canadian Courts,CJC,canada,,guidance,September 2024,2024-09-01,true,"Month-only date: the source gives the month, so the 1st is recorded as the date. Recorded from the CJC publication page; the guidelines PDF was not read in full, so this record is unverified.",https://cjc-ccm.ca/sites/default/files/documents/2024/AI%20Guidelines%20-%20FINAL%20-%202024-09%20-%20EN.pdf,,https://safelegalai.com/regulation/canada/ca-cjc-ai-guidelines-canadian-courts
fr-cnb-guide-pratique-ia-generative,Guide pratique — Utilisation des systèmes d'intelligence artificielle générative,CNB,other,,guidance,1ère édition,2024-09-01,true,"First edition, produced by the CNB's Groupe de travail Intelligence Artificielle. Month-only date: the source gives the month, so the 1st is recorded as the date.",https://cnb.avocat.fr/medias/cnb-guidepratique-utilisation-systemes-iag-2024-68f7b1d86e4570.98487114.pdf,,https://safelegalai.com/regulation/other/fr-cnb-guide-pratique-ia-generative
my-mosti-national-guidelines-ai-governance-ethics,National Guidelines on AI Governance and Ethics (AIGE),MOSTI,other,,guidance,Original,2024-09-01,true,"Only the month of publication (September 2024) is established, so the date is recorded as the first of that month; the published file itself carries the date 18 November 2024.",https://www.mosti.gov.my/wp-content/uploads/2024/09/NATIONAL-GUIDELINES-OF-AIGE-20241118.pdf,,https://safelegalai.com/regulation/other/my-mosti-national-guidelines-ai-governance-ethics
us-mn-olpr-genai-ethics-guidance,Minnesota Office of Lawyers Professional Responsibility: ethics guidance for generative AI use,Minnesota OLPR,us-state,Minnesota,guidance,Original,2024-09-01,true,"Published in Bench and Bar of Minnesota; the source gives a month only (published September 2024), so the day is recorded as the 1st",https://www.mnbars.org/?pg=BenchBarofMinnesota&pubAction=viewIssue&pubIssueID=47719&pubIssueItemID=294962,,https://safelegalai.com/regulation/us-state/us-mn-olpr-genai-ethics-guidance
ng-nba-slp-ai-guidelines-legal-profession,Guidelines for the Use of Artificial Intelligence in the Legal Profession in Nigeria,NBA-SLP,other,,guidance,As launched,2024-08-28,true,"Launched at the NBA-SLP Annual General Meeting alongside IT implementation, privacy and cybersecurity guidance.",https://blog.nigerianbar.org.ng/2024/09/14/nba-launches-new-technology-guidelines-for-legal-practice/,,https://safelegalai.com/regulation/other/ng-nba-slp-ai-guidelines-legal-profession
ng-nba-slp-ai-guidelines-legal-profession,Guidelines for the Use of Artificial Intelligence in the Legal Profession in Nigeria,NBA-SLP,other,,guidance,"Circulated text (watermarked DRAFT), 34pp",2024-11-09,false,Archived copy of the PDF formerly hosted at nbaslp.org; the live URL no longer resolves after a site rebuild.,https://web.archive.org/web/20241109105437/https://nbaslp.org/wp-content/uploads/2024/04/Guidelines-for-the-Use-of-Artificial-Intelligence-in-the-Nigerian-Legal-Profession.pdf,,https://safelegalai.com/regulation/other/ng-nba-slp-ai-guidelines-legal-profession
co-sic-circular-externa-002-2024,Circular Externa 002 de 2024: Guidelines on the processing of personal data in AI systems,SIC,other,,regulation,Original,2024-08-21,true,,https://sedeelectronica.sic.gov.co/sites/default/files/normativa/Circular%20Externa%20No.%20002%20del%2021%20de%20agosto%20de%202024.pdf,,https://safelegalai.com/regulation/other/co-sic-circular-externa-002-2024
nyc-bar-formal-opinion-2024-5,New York City Bar Formal Opinion 2024-5: Generative Artificial Intelligence,NYC Bar,us-state,New York,ethics-opinion,Original,2024-08-07,true,,https://www.nycbar.org/reports/formal-opinion-2024-5-generative-artificial-intelligence/,,https://safelegalai.com/regulation/us-state/nyc-bar-formal-opinion-2024-5
co-corte-constitucional-t-323-2024,Sentencia T-323 de 2024: due process and judges' use of generative AI (ChatGPT),Corte Constitucional,other,,judgment-guidance,"Sala Segunda de Revision, MP Juan Carlos Cortes Gonzalez",2024-08-02,true,,https://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm,,https://safelegalai.com/regulation/other/co-corte-constitucional-t-323-2024
ng-national-ai-strategy-2024,"National Artificial Intelligence Strategy (NAIS), August 2024",FMCIDE / NITDA-NCAIR,other,,policy,"Draft, August 2024",2024-08-01,true,"Published for stakeholder input; the hosted PDF remains watermarked DRAFT as at 4 September 2026. Month-only date: the source gives the month, so the 1st is recorded as the date.",https://ncair.nitda.gov.ng/wp-content/uploads/2024/08/National-AI-Strategy_01082024-copy.pdf,,https://safelegalai.com/regulation/other/ng-national-ai-strategy-2024
ae-uae-charter-development-use-ai,The UAE Charter for the Development and Use of Artificial Intelligence,UAE AI Office,gulf,,policy,Original,2024-07-30,true,Published by the UAE AI Office.,https://u.ae/en/about-the-uae/strategies-initiatives-and-awards/policies/Ai/The-UAE-Charter-for-the-Development-and-Use-of-Artificial-Intelligence,,https://safelegalai.com/regulation/gulf/ae-uae-charter-development-use-ai
aba-formal-opinion-512,ABA Formal Opinion 512: Generative Artificial Intelligence Tools,ABA,us-federal,,ethics-opinion,Original,2024-07-29,true,,https://www.americanbar.org/content/dam/aba/administrative/professional_responsibility/ethics-opinions/aba-formal-opinion-512.pdf,,https://safelegalai.com/regulation/us-federal/aba-formal-opinion-512
us-tx-gray-county-court-2024-ai-standing-order,Gray County Court Standing Order Regarding Use of Artificial Intelligence,Gray County Court (Judge Porter),us-state,Texas,standing-order,Original,2024-07-17,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2014,,https://safelegalai.com/regulation/us-state/us-tx-gray-county-court-2024-ai-standing-order
au-qld-sc-pd-14-2024-expert-evidence-genai,Practice Direction Number 14 of 2024: Expert evidence in criminal proceedings (other than sentences),Supreme Court of Queensland,australia,Queensland,practice-direction,Commenced 15 July 2024 (subsequently amended),2024-07-15,true,,https://www.courts.qld.gov.au/__data/assets/pdf_file/0010/797050/scpd-14-of-2024.pdf,,https://safelegalai.com/regulation/australia/au-qld-sc-pd-14-2024-expert-evidence-genai
us-tx-hudspeth-county-court-2024-ai-standing-order,Hudspeth County Court Standing Order Regarding Use of Artificial Intelligence,Hudspeth County Court (Judge MacKenzie),us-state,Texas,standing-order,Original,2024-07-12,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/1997,,https://safelegalai.com/regulation/us-state/us-tx-hudspeth-county-court-2024-ai-standing-order
us-alnd-haikala-2024-ai-review,Haikala Chambers Initial Order: Use of AI to Create Court Submissions,Northern District of Alabama (Judge Haikala),us-federal,Alabama,standing-order,Original,2024-07-08,true,,https://www.alnd.uscourts.gov/sites/alnd/files/MHH%20Initial%20Order%20as%20of%207-8-24.pdf,,https://safelegalai.com/regulation/us-federal/us-alnd-haikala-2024-ai-review
us-tx-collin-county-courts-at-law-2024-ai-standing-order-3,Collin County Courts at Law Standing Order No. 3: Use of Artificial Intelligence,Collin County Courts at Law (Judge County),us-state,Texas,standing-order,Original,2024-07-03,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2030,,https://safelegalai.com/regulation/us-state/us-tx-collin-county-courts-at-law-2024-ai-standing-order-3
hk-judiciary-generative-ai-guidelines,"Guidelines on the Use of Generative AI for Judges, Judicial Officers and Support Staff",Hong Kong Judiciary,hong-kong,,guidance,July 2024,2024-07-01,true,,https://www.judiciary.hk/doc/en/court_services_facilities/guidelines_on_the_use_of_generative_ai.pdf,,https://safelegalai.com/regulation/hong-kong/hk-judiciary-generative-ai-guidelines
us-mn-msba-ai-working-group-report,Minnesota State Bar Association AI Working Group: Final Report and Recommendations,Minnesota State Bar Association,us-state,Minnesota,report,Final Report and Recommendations,2024-07-01,true,"Adopted June/July 2024; the source gives a month only (adopted June/July 2024), so the day is recorded as the 1st",https://mnbars.org/?pg=MSBAAnnouncements&blAction=showEntry&blogEntry=112704,,https://safelegalai.com/regulation/us-state/us-mn-msba-ai-working-group-report
us-mo-clay-county-local-rule-3-3-1,Missouri 7th Judicial Circuit (Clay County) Local Rule 3.3.1: Disclosure of Artificial Intelligence Use,MO 7th Judicial Circuit,us-state,Missouri,court-rule,Local Rule 3.3.1,2024-07-01,true,"Adopted July 2024; the source gives a month only (adopted July 2024), so the day is recorded as the 1st",http://www.circuit7.net/circuitcourt/Local-Court-Rules.pdf,,https://safelegalai.com/regulation/us-state/us-mo-clay-county-local-rule-3-3-1
us-tx-bastrop-district-courts-2024-ai-standing-order,Bastrop County District Courts Standing Order Regarding Use of Artificial Intelligence,"21st, 335th, 423rd, and 465th District Courts of Bastrop County (Judge Beyer)",us-state,Texas,standing-order,Original,2024-07-01,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2297,,https://safelegalai.com/regulation/us-state/us-tx-bastrop-district-courts-2024-ai-standing-order
tr-ai-bill-2024,Artificial Intelligence Bill [Yapay Zekâ Kanunu Teklifi],TBMM,other,,statute,"As submitted, 28th legislative term",2024-06-25,true,"Referred on submission to the Industry, Trade, Energy, Natural Resources, Information and Technology Committee as lead committee and the Justice Committee as secondary committee. Status recorded as in committee as at 4 Sep 2026.",https://www.tbmm.gov.tr/Yasama/KanunTeklifi/e21539a0-888a-4500-81be-01904a918c53,,https://safelegalai.com/regulation/other/tr-ai-bill-2024
ch-sav-wegleitung-ki,SAV-Wegleitung für den Umgang mit künstlicher Intelligenz,SAV/FSA,other,,guidance,Approved by the SAV board,2024-06-14,true,Original guideline approved by the SAV Vorstand on 14 June 2024.,https://www.sav-fsa.ch/documents/672183/2025869/SAV_KI+Guidelines+2024.pdf/68d5eab4-c2ad-50bd-506f-7ba6af15a839,,https://safelegalai.com/regulation/other/ch-sav-wegleitung-ki
ch-sav-wegleitung-ki,SAV-Wegleitung für den Umgang mit künstlicher Intelligenz,SAV/FSA,other,,guidance,Updated version,2025-02-16,false,Updated to reflect the Federal Council's 12 February 2025 decisions on AI regulation and the BAKOM Auslegeordnung.,https://digital.sav-fsa.ch/documents/1060627/0/SAV-Wegleitung_f%C3%BCr_den_Umgang_mit_k%C3%BCnstlicher_Intelligenz_16.2.25.pdf/0b498c8a-85aa-e089-32a2-18da59ee658c,,https://safelegalai.com/regulation/other/ch-sav-wegleitung-ki
int-jams-ai-disputes-rules,JAMS Rules Governing Disputes Involving Artificial Intelligence Systems,JAMS,international,,court-rule,Effective,2024-06-14,true,First ADR rules specific to disputes about AI systems; announced 23 April 2024.,https://www.jamsadr.com/artificial-intelligence-disputes-clause-and-rules,,https://safelegalai.com/regulation/international/int-jams-ai-disputes-rules
us-ks-shawnee-county-dcr-3-125,Shawnee County District Court Rule 3.125: Pleadings Using Generative Artificial Intelligence,Shawnee County District Court,us-state,Kansas,court-rule,DCR 3.125,2024-06-14,true,Effective 14 June 2024,https://www.shawneecourt.org/428/DCR-3125-Pleadings-Using-Generative-Arti,,https://safelegalai.com/regulation/us-state/us-ks-shawnee-county-dcr-3-125
us-wv-legal-ethics-opinion-24-01,Legal Ethics Opinion 24-01: Artificial Intelligence,WV Lawyer Disciplinary Board,us-state,West Virginia,ethics-opinion,Original,2024-06-14,true,Initial publication,https://storage.googleapis.com/msgsndr/Rgd68xOkcVdteTsBkf6O/media/667ac9c219bb7a1f7a4df4c2.pdf,,https://safelegalai.com/regulation/us-state/us-wv-legal-ethics-opinion-24-01
hk-pcpd-ai-model-personal-data-protection-framework,Artificial Intelligence: Model Personal Data Protection Framework,PCPD,hong-kong,,guidance,Original,2024-06-11,true,,https://www.pcpd.org.hk/english/resources_centre/publications/files/ai_protection_framework.pdf,,https://safelegalai.com/regulation/hong-kong/hk-pcpd-ai-model-personal-data-protection-framework
ireland-judicial-council-generative-ai-guidelines-judges,Guidelines for Judges: The Use of Generative Artificial Intelligence,Judicial Council of Ireland,ireland,,guidance,June 2024 (published November 2025),2024-06-01,true,,https://judicialcouncil.ie/assets/uploads/AI%20Guidance%20-%20Guidelines%20For%20Judges%20(June%202024).pdf,,https://safelegalai.com/regulation/ireland/ireland-judicial-council-generative-ai-guidelines-judges
us-ca5-proposed-rule-32-3-genai-certification,Proposed amendment to Fifth Circuit Rule 32.3 and Form 6 (generative AI certification),Fifth Circuit,us-federal,,court-rule,Court decision not to adopt,2024-06-01,true,,https://www.ca5.uscourts.gov/docs/default-source/default-document-library/court-decision-on-proposed-rule.pdf,,https://safelegalai.com/regulation/us-federal/us-ca5-proposed-rule-32-3-genai-certification
qls-guidance-statement-37-ai,Guidance Statement No. 37: Artificial Intelligence in Legal Practice,QLS,australia,Queensland,guidance,Original,2024-05-31,true,,https://www.qls.com.au/practising-law-in-qld/ethics/guidance-statements/no-37-artificial-intelligence-in-legal-practice,https://web.archive.org/web/20260904134130/https://www.qls.com.au/practising-law-in-qld/ethics/guidance-statements/no-37-artificial-intelligence-in-legal-practice,https://safelegalai.com/regulation/australia/qls-guidance-statement-37-ai
us-il-cook-ramos-2024-ai-verification,Law Division Standing Order,"Circuit Court of Cook County, Law Division (Judge Ramos)",us-state,Illinois,standing-order,Original,2024-05-30,true,,https://ocj-web-files.s3.us-east-2.amazonaws.com/orders/Law%20-%20Judge%20Ramos%20-%20Standing%20Order%20%28May%2030%2C%202024%29.pdf?VersionId=g6dVsvmsqmjK.QRGq5YLirA6QeNTNigI,,https://safelegalai.com/regulation/us-state/us-il-cook-ramos-2024-ai-verification
us-pa-joint-formal-opinion-2024-200,Joint Formal Opinion 2024-200: Ethical Issues Regarding the Use of Artificial Intelligence,PBA and Philadelphia Bar,us-state,Pennsylvania,ethics-opinion,Original,2024-05-22,true,Initial publication,https://www.pabar.org/Members/catalogs/Ethics%20Opinions/Formal/Joint%20Formal%20Opinion%202024-200.pdf,,https://safelegalai.com/regulation/us-state/us-pa-joint-formal-opinion-2024-200
us-nh-bar-ethics-corner-ai-in-practice,Ethics of Using Artificial Intelligence in Practice (NHBA Ethics Corner),NH Bar Association,us-state,New Hampshire,guidance,Ethics Corner article,2024-05-15,true,Initial publication; companion article on drafting documents with AI,https://www.nhbar.org/using-artificial-intelligence-in-practice/,,https://safelegalai.com/regulation/us-state/us-nh-bar-ethics-corner-ai-in-practice
us-paed-hodge-2024-gai-rule11-26g,Civil Procedures: Artificial Intelligence,Eastern District of Pennsylvania (Judge Hodge),us-federal,Pennsylvania,standing-order,Original,2024-05-10,true,,https://www.paed.uscourts.gov/sites/paed/files/documents/procedures/hodpol.pdf,,https://safelegalai.com/regulation/us-federal/us-paed-hodge-2024-gai-rule11-26g
canada-federal-court-ai-notice,Notice to the Parties and the Profession: The Use of Artificial Intelligence in Court Proceedings,Federal Court of Canada,canada,,practice-direction,Updated notice,2024-05-07,true,Clarifies the scope of the declaration requirement and the meaning of AI-generated content; retains the human-in-the-loop principle.,https://www.fct-cf.ca/Content/assets/pdf/base/FC-Updated-AI-Notice-EN.pdf,,https://safelegalai.com/regulation/canada/canada-federal-court-ai-notice
canada-federal-court-ai-notice,Notice to the Parties and the Profession: The Use of Artificial Intelligence in Court Proceedings,Federal Court of Canada,canada,,practice-direction,Original,2023-12-20,false,,https://www.fct-cf.ca/Content/assets/pdf/base/2023-12-20-notice-use-of-ai-in-court-proceedings.pdf,,https://safelegalai.com/regulation/canada/canada-federal-court-ai-notice
israel-bar-ethics-opinion-at-60-24,"Preliminary Opinion on the Use of Artificial Intelligence (AI) in Lawyers' Work, decision At/60/24",Israel Bar National Ethics Committee,israel,,ethics-opinion,"Decision At/60/24, preliminary opinion",2024-05-07,true,"First Israeli bar instrument on generative AI. Reported by law.co.il on 8 May 2024; some later reports date the circulated text to August 2024. The opinion text was not read in full; the record rests on the Bar's page and secondary analyses, so it is unverified.",https://www.israelbar.biz/halishka_vehmechozot/lishkat_orche_din/mosdot_halishka/hamohza_harzit/545.aspx,,https://safelegalai.com/regulation/israel/israel-bar-ethics-opinion-at-60-24
de-dsk-orientierungshilfe-ki-datenschutz,Orientierungshilfe: Künstliche Intelligenz und Datenschutz,DSK,other,,guidance,Version 1.0,2024-05-06,true,First version; the DSK states it will be updated as developments require.,https://www.datenschutzkonferenz-online.de/media/oh/20240506_DSK_Orientierungshilfe_KI_und_Datenschutz.pdf,,https://safelegalai.com/regulation/other/de-dsk-orientierungshilfe-ki-datenschutz
int-oecd-recommendation-ai,OECD Recommendation of the Council on Artificial Intelligence (OECD/LEGAL/0449),OECD,international,,policy,Revised,2024-05-03,true,Updated for generative AI; 47 adherents.,https://legalinstruments.oecd.org/api/print?ids=648&lang=en,,https://safelegalai.com/regulation/international/int-oecd-recommendation-ai
int-oecd-recommendation-ai,OECD Recommendation of the Council on Artificial Intelligence (OECD/LEGAL/0449),OECD,international,,policy,Revised definition of AI system,2023-11-08,false,Definition later adopted by the EU AI Act and the Ciarb arbitration guideline.,https://legalinstruments.oecd.org/en/instruments/oecd-legal-0449,,https://safelegalai.com/regulation/international/int-oecd-recommendation-ai
int-oecd-recommendation-ai,OECD Recommendation of the Council on Artificial Intelligence (OECD/LEGAL/0449),OECD,international,,policy,Original,2019-05-22,false,,https://legalinstruments.oecd.org/en/instruments/oecd-legal-0449,,https://safelegalai.com/regulation/international/int-oecd-recommendation-ai
us-paed-pratter-2024-genai-disclosure-certification,Standing Order Regarding Use of Generative Artificial Intelligence in Cases Assigned to Judge Pratter,Eastern District of Pennsylvania (Judge Pratter),us-federal,Pennsylvania,standing-order,Original,2024-05-03,true,,https://www.paed.uscourts.gov/sites/paed/files/documents/procedures/praso1_0.pdf,,https://safelegalai.com/regulation/us-federal/us-paed-pratter-2024-genai-disclosure-certification
au-qld-courts-judicial-officers-genai-guidelines,The use of generative AI: guidelines for judicial officers,Queensland Courts,australia,Queensland,guidance,Companion to the May 2024 non-lawyer guidelines,2024-05-01,true,Only the month is known: the date is inferred from the companion May 2024 guidelines for non-lawyers and recorded as the first of that month. The PDF sits behind a Cloudflare block and was not opened in this research pass.,https://www.courts.qld.gov.au/__data/assets/pdf_file/0009/879714/the-use-of-generative-ai-guidelines-for-judicial-officers.pdf,,https://safelegalai.com/regulation/australia/au-qld-courts-judicial-officers-genai-guidelines
qld-courts-generative-ai-guidelines-non-lawyers,The Use of Generative Artificial Intelligence: Guidelines for Responsible Use by Non-Lawyers,Queensland Courts,australia,Queensland,guidance,May 2024,2024-05-01,true,,https://www.courts.qld.gov.au/__data/assets/pdf_file/0010/867502/artificial-intelligence-guidelines-for-non-lawyers.pdf,,https://safelegalai.com/regulation/australia/qld-courts-generative-ai-guidelines-non-lawyers
vic-supreme-court-litigant-ai-guidelines-2024,Guidelines for Litigants: Responsible Use of Artificial Intelligence in Litigation,Supreme Court of Victoria,australia,Victoria,guidance,May 2024,2024-05-01,true,,https://www.supremecourt.vic.gov.au/forms-fees-and-services/forms-templates-and-guidelines/guideline-responsible-use-of-ai-in-litigation,,https://safelegalai.com/regulation/australia/vic-supreme-court-litigant-ai-guidelines-2024
int-svamc-ai-arbitration-guidelines,SVAMC Guidelines on the Use of Artificial Intelligence in Arbitration (First Edition),SVAMC,international,,guidance,First edition,2024-04-30,true,,https://svamc.org/wp-content/uploads/SVAMC-AI-Guidelines-First-Edition.pdf,,https://safelegalai.com/regulation/international/int-svamc-ai-arbitration-guidelines
